total_trades,win_rate,avg_win,avg_loss,profit_factor,expectancy,total_return,cagr,max_drawdown,volatility_daily,volatility_annualized,sharpe_daily,sharpe_annualized,sortino_daily,sortino_annualized,largest_win,largest_loss,longest_losing_streak,mean_stoploss,calmar_ratio,ulcer_index,ulcer_performance_index
49.0,0.489795918367347,4.59333333333333,-2.41833333333333,1.89937973811165,1.01595238095238,0.600521592000698,0.600521592000698,-0.147378330617569,4.62635930567115,88.3864704306438,0.230268782008153,4.3992789032004,0.603522512396952,11.5302814095764,13.89,-5.0,4.0,10.5822448979592,4.07469394913278,0.0767023552355364,7.82924579247437
