"date","eq_btc"
2022-05-20,0.494444084725151
2022-05-21,0.494444084725151
2022-05-22,0.494444084725151
2022-05-23,0.494444084725151
2022-05-24,0.503903031664086
2022-05-25,0.502318973827941
2022-05-26,0.497304057324624
2022-05-27,0.486435218930388
2022-05-28,0.486435218930388
2022-05-29,0.486435218930388
2022-05-30,0.486435218930388
2022-05-31,0.486435218930388
2022-06-01,0.45593798602196
2022-06-02,0.466164902060119
2022-06-03,0.454489199064707
2022-06-04,0.454489199064707
2022-06-05,0.454489199064707
2022-06-06,0.454489199064707
2022-06-07,0.451371540063455
2022-06-08,0.437736822212977
2022-06-09,0.436253897560561
2022-06-10,0.421357730266216
2022-06-11,0.421357730266216
2022-06-12,0.421357730266216
2022-06-13,0.421357730266216
2022-06-14,0.41610006472237
2022-06-15,0.422958872682315
2022-06-16,0.381901432531127
2022-06-17,0.383584661355292
2022-06-18,0.383584661355292
2022-06-19,0.383584661355292
2022-06-20,0.383584661355292
2022-06-21,0.383584661355292
2022-06-22,0.370183323127155
2022-06-23,0.390535275934104
2022-06-24,0.393235280209815
2022-06-25,0.393235280209815
2022-06-26,0.393235280209815
2022-06-27,0.393235280209815
2022-06-28,0.384609455184936
2022-06-29,0.381260132667439
2022-06-30,0.375204868689994
2022-07-01,0.365431402980767
2022-07-02,0.365431402980767
2022-07-03,0.365431402980767
2022-07-04,0.365431402980767
2022-07-05,0.365431402980767
2022-07-06,0.371913399783306
2022-07-07,0.391629963880962
2022-07-08,0.393322799299684
2022-07-09,0.393322799299684
2022-07-10,0.393322799299684
2022-07-11,0.393322799299684
2022-07-12,0.380587086742874
2022-07-13,0.398079520487664
2022-07-14,0.405127339744948
2022-07-15,0.410374285140369
2022-07-16,0.410374285140369
2022-07-17,0.410374285140369
2022-07-18,0.410374285140369
2022-07-19,0.426868035818192
2022-07-20,0.423989916123044
2022-07-21,0.422765245769377
2022-07-22,0.414558917117525
2022-07-23,0.414558917117525
2022-07-24,0.414558917117525
2022-07-25,0.414558917117525
2022-07-26,0.412192330019607
2022-07-27,0.445004984135524
2022-07-28,0.462729806885053
2022-07-29,0.461968020324297
2022-07-30,0.461968020324297
2022-07-31,0.461968020324297
2022-08-01,0.461968020324297
2022-08-02,0.455308595774203
2022-08-03,0.452700772024632
2022-08-04,0.448429659525373
2022-08-05,0.461474931721761
2022-08-06,0.461474931721761
2022-08-07,0.461474931721761
2022-08-08,0.461474931721761
2022-08-09,0.448970300574961
2022-08-10,0.46415267307061
2022-08-11,0.464344297232393
2022-08-12,0.472974879886791
2022-08-13,0.472974879886791
2022-08-14,0.472974879886791
2022-08-15,0.472974879886791
2022-08-16,0.468003873571588
2022-08-17,0.457279420681661
2022-08-18,0.454864089907929
2022-08-19,0.40910507450545
2022-08-20,0.40910507450545
2022-08-21,0.40910507450545
2022-08-22,0.40910507450545
2022-08-23,0.411574736283407
2022-08-24,0.40903073074071
2022-08-25,0.41296684288162
2022-08-26,0.387331761094404
2022-08-27,0.387331761094404
2022-08-28,0.387331761094404
2022-08-29,0.387331761094404
2022-08-30,0.377768004244281
2022-08-31,0.382594960800143
2022-09-01,0.384071488545416
2022-09-02,0.381068528452024
2022-09-03,0.381068528452024
2022-09-04,0.381068528452024
2022-09-05,0.381068528452024
2022-09-06,0.381068528452024
2022-09-07,0.39022534400734
2022-09-08,0.391024589873186
2022-09-09,0.432520855222506
2022-09-10,0.432520855222506
2022-09-11,0.432520855222506
2022-09-12,0.432520855222506
2022-09-13,0.392426142073129
2022-09-14,0.391350813041184
2022-09-15,0.380912538692535
2022-09-16,0.382292498968359
2022-09-17,0.382292498968359
2022-09-18,0.382292498968359
2022-09-19,0.382292498968359
2022-09-20,0.369512859479647
2022-09-21,0.362796012997605
2022-09-22,0.379738328457291
2022-09-23,0.377471032218803
2022-09-24,0.377471032218803
2022-09-25,0.377471032218803
2022-09-26,0.377471032218803
2022-09-27,0.375269260281855
2022-09-28,0.381477890488883
2022-09-29,0.384351339403461
2022-09-30,0.381577416655557
2022-10-01,0.381577416655557
2022-10-02,0.381577416655557
2022-10-03,0.381577416655557
2022-10-04,0.39544671615263
2022-10-05,0.392021955354178
2022-10-06,0.388030445768393
2022-10-07,0.380085404804109
2022-10-08,0.380085404804109
2022-10-09,0.380085404804109
2022-10-10,0.380085404804109
2022-10-11,0.378296989349585
2022-10-12,0.380402335261115
2022-10-13,0.384879191269984
2022-10-14,0.380962509456048
2022-10-15,0.380962509456048
2022-10-16,0.380962509456048
2022-10-17,0.380962509456048
2022-10-18,0.37674691256573
2022-10-19,0.3729494995987
2022-10-20,0.371277715361509
2022-10-21,0.373591237614215
2022-10-22,0.373591237614215
2022-10-23,0.373591237614215
2022-10-24,0.373591237614215
2022-10-25,0.388080339111878
2022-10-26,0.401107540485765
2022-10-27,0.391749101544849
2022-10-28,0.397726300038489
2022-10-29,0.397726300038489
2022-10-30,0.397726300038489
2022-10-31,0.397726300038489
2022-11-01,0.3975225445587
2022-11-02,0.391200894354845
2022-11-03,0.392180557978652
2022-11-04,0.410368008606513
2022-11-05,0.410368008606513
2022-11-06,0.410368008606513
2022-11-07,0.410368008606513
2022-11-08,0.369306045641776
2022-11-09,0.316314238181105
2022-11-10,0.350294263150907
2022-11-11,0.339289966273023
2022-11-12,0.339289966273023
2022-11-13,0.339289966273023
2022-11-14,0.339289966273023
2022-11-15,0.339289966273023
